,County_State
4564,"Wayne County, West Virginia"
4565,"Wayne County, West Virginia"
4566,"Wayne County, West Virginia"
4567,"Wayne County, West Virginia"
4568,"Webster County, West Virginia"
4569,"Wetzel County, West Virginia"
4570,"Wyoming County, West Virginia"
4571,"Carbon County, Wyoming"
4572,"Carbon County, Wyoming"
4573,"Carbon County, Wyoming"
4574,"Crook County, Wyoming"
4575,"Fremont County, Wyoming"
4576,"Johnson County, Wyoming"
4577,"Lincoln County, Wyoming"
4578,"Lincoln County, Wyoming"
4579,"Lincoln County, Wyoming"
4580,"Lincoln County, Wyoming"
4581,"Park County, Wyoming"
4582,"Park County, Wyoming"
4583,"Park County, Wyoming"
4584,"Park County, Wyoming"
4585,"Park County, Wyoming"
4586,"Park County, Wyoming"
4587,"Park County, Wyoming"
4588,"Park County, Wyoming"
4589,"Park County, Wyoming"
4590,"Sheridan County, Wyoming"
4591,"Sublette County, Wyoming"
4592,"Sweetwater County, Wyoming"
4593,"Teton County, Wyoming"
4594,"Teton County, Wyoming"
4595,"Uinta County, Wyoming"
4596,"Uinta County, Wyoming"
4597,"Washakie County, Wyoming"
4598,", "
4599,", "
4600,", "
4601,", "
4602,", "
4603,", "
4604,", "
4605,", "
4606,", "
4607,", "
4608,", "
4609,", "
4610,", "
4611,", "
4612,", "
4613,", "
4614,", "
4615,", "
4616,", "
4617,", "
4618,", "
4619,", "
4620,", "
4621,", "
4622,", "
4623,", "
4624,", "
4625,", "
4626,", "
4627,", "
4628,", "
4629,", "
4630,", "
4631,", "
4632,", "
4633,", "
4634,", "
4635,", "
4636,", "
4637,", "
4638,", "
4639,", "
4640,", "
4641,", "
4642,", "
4643,", "
4644,", "
4645,", "
4646,", "
4647,", "
4648,", "
4649,", "
4650,", "
4651,", "
4652,", "
4653,", "
4654,", "
4655,", "
4656,", "
4657,", "
4659,", "
4660,", "
4661,", "
4662,", "
4664,", "
4665,", "
4666,", "
4667,", "
4668,", "
4669,", "
4670,", "
4671,", "
4672,", "
4673,", "
4674,", "
4675,", "
4676,", "
4677,", "
4678,", "
4679,", "
4680,", "
4681,", "
4682,", "
4683,", "
4684,", "
4685,", "
4686,", "
4687,", "
4688,", "
4689,", "
4690,", "
4691,", "
4692,", "
4693,", "
4694,", "
4695,", "
4697,", "
4698,", "
4699,", "
4700,", "
4701,", "
4702,", "
4703,", "
4704,", "
4705,", "
4706,", "
4707,", "
4708,", "
4709,", "
4710,", "
4711,", "
4712,", "
4713,", "
4714,", "
4715,", "
4717,", "
4718,", "
4719,", "
4720,", "
4721,", "
4722,", "
4723,", "
4724,", "
4725,", "
4726,", "
4727,", "
4728,", "
4729,", "
4730,", "
4731,", "
4732,", "
4733,", "
4734,", "
4735,", "
4736,", "
4737,", "
4738,", "
4739,", "
4740,", "
4741,", "
4742,", "
4743,", "
4744,", "
4745,", "
4746,", "
4747,", "
4748,", "
4749,", "
4750,", "
4751,", "
4754,", "
4755,", "
4756,", "
4757,", "
4758,", "
4759,", "
4760,", "
4761,", "
4762,", "
4763,", "
4764,", "
4765,", "
4766,", "
4767,", "
4768,", "
4769,", "
4770,", "
4771,", "
4772,", "
4773,", "
4774,", "
4775,", "
4776,", "
4777,", "
4778,", "
4779,", "
4780,", "
4781,", "
4782,", "
4783,", "
4784,", "
4785,", "
4786,", "
4787,", "
4788,", "
4789,", "
4790,", "
4791,", "
4792,", "
4793,", "
4794,", "
4795,", "
4796,", "
4797,", "
4798,", "
4799,", "
4800,", "
4801,", "
4802,", "
4803,", "
4804,", "
4805,", "
4806,", "
4807,", "
4808,", "
4809,", "
4810,", "
4811,", "
4812,", "
4813,", "
4814,", "
4815,", "
4816,", "
4817,", "
4818,", "
4819,", "
4820,", "
4821,", "
4822,", "
4823,", "
4824,", "
4825,", "
4826,", "
4827,", "
4828,", "
4829,", "
4830,", "
4831,", "
4832,", "
4833,", "
4834,", "
4835,", "
4836,", "
4837,", "
4838,", "
4839,", "
4840,", "
4841,", "
4842,", "
4843,", "
4844,", "
4845,", "
4846,", "
4847,", "
4848,", "
4849,", "
4850,", "
4851,", "
4852,", "
4853,", "
4854,", "
4855,", "
4856,", "
